employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,terminated,year_at_comp,year_current_role,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,hourly_rate,monthly_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
428,M,1977,46,Divorced,9,Sales Executive,Sales,Yes,7,,,Yes,,No,3,1,1,"3,0",4,3,Marketing,3,100071.84000000001,8339.32,1032.4872861766066,,"21682,23$",11,1,3,4,1,"4,0",4,"28,0"
429,M,1978,45,,20,Healthcare Representative,Research & Development,No,7,,Full Time,No,travel_rarely,Yes,3,1,2,"3,0",0,7,Medical,3,108510.0,9042.5,1119.547619047619,,"23510,50$",18,2,1,1,2,"3,0",2,
430,M,1974,49,Divorced,7,Healthcare Representative,Research & Development,No,8,,Full Time,No,travel_rarely,,3,2,3,"3,0",0,7,Life Sciences,4,104660.0,8708.333333333334,1079.8253968253969,134.9781746031746,"22676,33$",14,3,3,2,2,"3,0",3,"29,0"
431,M,1994,29,,19,Sales Executive,Sales,No,10,,Part Time,Yes,travel_rarely,,2,2,3,"3,0",0,4,,3,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",14,3,2,3,3,"3,0",1,"10,0"
432,M,1994,29,Single,1,Research Scientist,Research & Development,Yes,9,,Part Time,Yes,,No,1,0,2,"3,0",0,7,Technical Degree,4,23620.0,1977.7766666666666,243.6984126984127,,"5117,67$",13,1,2,1,3,"1,0",6,
433,F,1994,29,,8,Healthcare Representative,Research & Development,No,7,,Part Time,Yes,,No,2,1,3,"3,0",0,7,Other,1,53914.11,4492.84,556.2566609977324,,"11681,39$",13,3,1,1,3,"3,0",3,"9,0"
434,M,1983,40,Single,6,Manager,Human Resources,No,21,,Full Time,Yes,travel_rarely,Yes,4,0,2,"4,0",7,7,,2,153407.07,12783.92,1582.7713464696226,197.8464183087028,"33238,20$",21,3,3,4,4,"3,0",1,"21,0"
435,F,1975,48,Divorced,16,Sales Executive,Sales,No,8,,Full Time,Yes,,No,2,1,2,"3,0",7,7,Life Sciences,4,64390.0,5386.11,664.3412698412699,,"13951,17$",14,3,3,3,3,,8,"18,0"
436,F,1970,53,Married,2,Manufacturing Director,Research & Development,Yes,33,,Part Time,Yes,,,3,1,4,"3,0",1,9,,5,100071.84,8339.32,1032.4872861766066,,"21682,23$",16,3,2,4,2,"3,0",0,
437,F,1979,44,,7,Research Director,Research & Development,No,22,,,No,,Yes,5,1,4,,1,10,Medical,3,191324.62,15943.72,1973.9841269841268,,"41453,67$",14,2,3,4,4,"2,0",0,
438,F,1978,45,,5,Laboratory Technician,Research & Development,No,10,,Full Time,No,,,2,0,3,"3,0",1,4,,5,57690.0,4836.113333333334,595.2142857142857,74.40178571428571,"12499,50$",14,3,1,1,1,"3,0",1,"10,0"
439,M,1978,45,,26,Sales Executive,Sales,No,10,,,No,non-travel,,2,1,2,,4,5,Marketing,3,43876.666666666664,3654.17,452.4206349206349,,"9500,83$",15,1,2,1,1,,1,"10,0"
440,M,1989,34,,10,Manufacturing Director,Research & Development,No,9,,Part Time,Yes,travel_frequently,,2,1,3,"3,0",7,2,,4,53914.11,4492.84,556.2566609977324,,"11681,39$",13,3,4,4,1,,1,"9,0"
441,M,1984,39,,10,Manufacturing Director,Research & Development,No,7,,,No,,,2,3,3,"3,0",7,7,Medical,5,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",13,2,3,1,4,"3,0",2,
442,M,1996,27,Divorced,-36,Laboratory Technician,Research & Development,No,7,,Full Time,Yes,,No,1,2,3,"3,0",0,7,,3,40660.0,3388.33,419.50793650793656,,"8809,67$",11,36,2,1,1,"3,0",1,"7,0"
443,F,1978,45,Divorced,2,Manufacturing Director,Research & Development,No,10,,,Yes,travel_rarely,,2,2,3,"3,0",3,9,,2,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",19,4,2,4,1,"3,0",1,"10,0"
444,M,1979,44,Married,1,Human Resources,['Human Resources'],No,10,,,Yes,,Yes,2,0,3,"3,0",0,2,,5,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",11,1,3,4,3,"3,0",4,"14,0"
445,M,1998,25,Divorced,2,Manufacturing Director,Research & Development,No,7,,Part Time,No,,,2,2,6,"3,0",0,7,Life Sciences,1,52060.0,4338.33,537.1269841269842,67.14087301587303,"11279,67$",17,4,4,3,3,"3,0",1,"7,0"
446,M,1974,49,Single,1,Manager,,No,8,,Full Time,Yes,,,4,0,2,"3,0",0,0,,3,153407.07,12783.92,1582.7713464696226,,"33238,20$",14,3,3,3,1,"3,0",4,"23,0"
447,F,1975,48,,7,Sales Representative,Sales,Yes,9,,,No,travel_frequently,,1,2,3,,7,7,,2,26550.0,2212.5,273.92857142857144,,"5752,50$",11,4,3,3,3,"3,0",2,"19,0"
448,M,1997,26,,7,Laboratory Technician,Research & Development,No,7,,Part Time,Yes,,No,1,0,5,"4,0",5,7,Medical,3,25700.0,2141.67,265.1587301587302,,"5568,33$",20,4,3,4,3,"3,0",1,"7,0"
449,F,1979,44,,2,Healthcare Representative,Research & Development,No,8,,Part Time,Yes,travel_rarely,,3,1,2,,6,7,Life Sciences,3,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",19,3,4,4,2,"3,0",1,
450,F,1987,36,Single,2,Sales Representative,Sales,No,13,,Part Time,Yes,,,2,0,2,,6,7,,4,45020.0,3751.67,464.4920634920635,58.06150793650794,"9754,33$",15,3,3,4,3,"2,0",3,"17,0"
451,M,1977,46,Single,13,Healthcare Representative,Research & Development,No,10,,Part Time,Yes,,No,2,0,3,"3,0",0,9,,4,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",14,3,3,2,4,"3,0",6,"19,0"
452,M,1988,35,Married,27,Manufacturing Director,Research & Development,No,7,,Part Time,Yes,,,2,1,3,"3,0",0,7,Life Sciences,4,53914.11,4492.84,556.2566609977324,,"11681,39$",16,4,3,3,2,"3,0",2,"17,0"
453,F,1993,30,,2,Research Scientist,Research & Development,No,9,,,No,travel_frequently,,1,0,2,"3,0",0,7,,4,49680.0,4140.0,512.5714285714286,,"10764,00$",16,4,2,1,4,,0,"10,0"
454,M,1993,30,,15,Sales Executive,Sales,No,7,,Part Time,Yes,,No,3,1,2,"3,0",1,7,Marketing,2,100071.84,8339.32,1032.4872861766066,,"21682,23$",11,3,2,1,1,"3,0",2,
455,F,1990,33,,2,Sales Executive,Sales,No,11,,Part Time,Yes,non-travel,No,2,0,2,"3,0",1,7,Marketing,3,51470.0,4289.17,531.0396825396825,,"11151,83$",15,4,3,2,4,"2,0",8,"13,0"
456,M,1991,32,Single,5,Research Scientist,Research & Development,No,7,,Part Time,Yes,,No,1,0,3,"3,0",0,7,,4,27180.0,2265.0,280.42857142857144,35.05357142857143,"5889,00$",14,2,3,2,2,"3,0",2,"12,0"
457,M,1980,43,,2,Human Resources,['Human Resources'],No,9,,,No,travel_rarely,No,1,0,5,"3,0",1,8,Life Sciences,3,35520.0,2949.17,365.1349206349206,,"7667,83$",13,2,3,4,2,"3,0",0,
458,F,1992,31,,29,Sales Executive,Sales,No,12,,Full Time,Yes,travel_rarely,,2,2,3,"3,0",5,7,Marketing,4,54680.0,4556.67,564.1587301587302,,"11847,33$",14,1,2,4,1,"3,0",1,
459,M,1988,35,,27,Sales Executive,Sales,Yes,10,,,No,,,2,0,2,"3,0",7,7,,3,58033.333333333336,4844.17,599.7539682539682,,"12594,83$",18,3,3,4,4,"3,0",1,
460,M,1988,35,Divorced,2,Manufacturing Director,Research & Development,No,7,,,No,non-travel,No,2,1,6,"3,0",1,7,Medical,2,53914.11,4492.84,556.2566609977324,,"11681,39$",14,2,3,4,3,"3,0",2,"15,0"
461,F,1993,30,Single,10,Manufacturing Director,Research & Development,No,7,,Part Time,No,,No,3,0,3,"3,0",0,2,Medical,3,96670.0,8055.83,997.3888888888888,,"20945,17$",14,1,3,3,2,"3,0",9,"9,0"
462,F,1977,46,Married,-19,Healthcare Representative,Research & Development,Yes,9,"7,0",,No,travel_rarely,No,2,1,2,"4,0",3,7,Medical,2,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",22,4,3,2,4,"4,0",4,"13,0"
463,F,1978,45,Married,2,Sales Executive,Sales,No,8,,Part Time,No,non-travel,,2,2,3,"4,0",5,7,,4,51540.0,4313.61,531.7619047619048,,"11167,00$",22,3,3,3,2,"4,0",4,"10,0"
464,M,1980,43,Married,2,Sales Executive,Sales,No,7,,Full Time,No,travel_frequently,,2,1,5,"4,0",7,7,Life Sciences,4,56750.0,4729.17,585.515873015873,73.18948412698413,"12295,83$",20,1,3,4,3,"3,0",1,"7,0"
465,F,1977,46,,10,Sales Executive,Sales,Yes,8,,Part Time,Yes,,,3,3,2,"4,0",0,7,Life Sciences,3,73140.0,6095.0,754.6190476190477,,"15847,00$",21,3,3,2,3,"3,0",5,"14,0"
466,M,1983,40,,1,Manager,Research & Development,No,19,,,Yes,travel_rarely,,4,1,3,"3,0",11,16,,4,153407.07,12783.92,1582.7713464696226,,"33238,20$",11,1,3,1,1,,2,"22,0"
467,F,1996,27,Single,2,Sales Executive,Sales,No,8,,Part Time,No,travel_rarely,No,2,0,5,"3,0",0,7,,2,53914.11,4492.84,556.2566609977324,,"11681,39$",14,1,4,3,2,"2,0",0,"9,0"
468,M,1981,42,Married,6,Research Director,Research & Development,No,13,,,Yes,,No,3,1,3,"3,0",5,7,Medical,3,100071.84000000001,8339.32,1032.4872861766066,,"21682,23$",13,3,3,1,2,"4,0",9,"18,0"
469,M,1997,26,Married,6,Laboratory Technician,Research & Development,No,7,,Part Time,Yes,travel_frequently,No,1,1,3,"3,0",7,7,Other,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",18,3,4,4,1,"3,0",0,"8,0"
470,M,1995,28,Married,1,Sales Executive,Sales,No,7,,Part Time,Yes,travel_frequently,,2,1,2,"3,0",0,7,Life Sciences,2,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",12,3,2,4,3,"3,0",1,"7,0"
471,M,1976,47,Married,14,Research Scientist,Research & Development,No,8,,Part Time,No,,,2,1,4,"3,0",1,7,,4,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",18,3,3,2,3,"4,0",8,
472,M,1989,34,Divorced,13,Sales Executive,Sales,No,8,,Part Time,Yes,travel_rarely,No,3,1,2,"3,0",1,1,Medical,4,100071.84,8339.32,1032.4872861766066,,"21682,23$",18,4,3,3,3,"2,0",1,"9,0"
473,M,1997,26,Single,1,Laboratory Technician,Research & Development,No,7,,Part Time,Yes,,No,1,0,6,"3,0",7,6,Medical,3,28111.13,2342.59,290.03550973654063,,"6090,75$",13,3,3,1,4,,0,"8,0"
474,M,1996,27,,9,Sales Executive,Sales,No,7,,Part Time,No,travel_rarely,,2,0,5,"3,0",0,7,,3,53914.11,4492.84,556.2566609977324,,"11681,39$",14,4,3,4,1,,1,
475,M,1992,31,,26,Sales Executive,Sales,Yes,10,,Part Time,Yes,travel_frequently,Yes,2,0,4,"3,0",0,8,Marketing,4,53914.11,4492.84,556.2566609977324,,"11681,39$",11,1,3,4,3,"3,0",1,"10,0"
476,M,1990,33,Divorced,7,Healthcare Representative,Research & Development,No,9,,,Yes,travel_frequently,,2,3,2,,2,8,Life Sciences,2,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",20,4,3,3,3,"3,0",1,"9,0"
477,F,1992,31,Married,10,Research Director,Research & Development,No,11,,Part Time,Yes,,No,3,1,2,"4,0",4,8,,3,100071.84,8339.32,1032.4872861766066,,"21682,23$",20,3,3,3,3,"4,0",4,"13,0"
478,M,1988,35,,9,Research Scientist,Research & Development,No,10,,Part Time,Yes,,No,2,0,5,"3,0",0,8,Medical,4,50980.0,4230.833333333333,525.984126984127,,"11045,67$",19,2,3,3,2,"3,0",1,"10,0"
479,F,1990,33,Married,15,Healthcare Representative,Research & Development,No,9,,Part Time,Yes,travel_rarely,Yes,2,1,6,,8,1,,2,53914.11,4492.84,556.2566609977324,,"11681,39$",13,2,3,4,1,"3,0",0,
480,M,1984,39,Single,24,Research Scientist,Research & Development,No,7,,,No,travel_rarely,No,2,0,2,,1,7,Life Sciences,1,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",13,1,3,4,1,"3,0",7,
481,F,1987,36,Married,-46,Sales Executive,Sales,No,9,,Part Time,Yes,travel_rarely,No,3,2,2,"3,0",3,4,,3,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",19,46,2,4,3,"3,0",0,"10,0"
482,F,1982,41,Married,28,Manufacturing Director,Research & Development,No,20,,Full Time,Yes,travel_rarely,No,4,1,3,,0,10,Life Sciences,4,135700.0,11308.33,1400.079365079365,,"29401,67$",23,1,2,2,3,"3,0",0,"21,0"
483,F,1989,34,Married,28,Sales Executive,Sales,No,8,,Full Time,No,,No,2,2,2,"4,0",1,7,Marketing,3,67120.0,5582.223333333332,692.5079365079365,,"14542,67$",21,4,2,3,4,"3,0",1,"8,0"
484,F,1985,38,Married,10,Sales Executive,Sales,No,10,,,Yes,travel_rarely,No,2,1,1,"3,0",1,9,,2,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",11,1,3,4,3,"3,0",1,"10,0"
485,M,1984,39,,6,Healthcare Representative,Research & Development,No,7,,Part Time,Yes,travel_rarely,,3,1,5,"3,0",1,7,,1,99910.0,8325.83,1030.8174603174605,,"21647,17$",15,4,2,1,1,"3,0",4,
486,F,1989,34,Single,7,Research Director,Research & Development,No,12,"6,0",Part Time,No,travel_rarely,No,3,0,4,,2,11,,4,100071.84,8339.32,1032.4872861766066,,"21682,23$",11,1,3,2,3,"3,0",0,
487,F,1979,44,Married,7,Healthcare Representative,Research & Development,No,22,,Full Time,Yes,travel_rarely,,3,1,4,,5,17,Medical,4,102480.0,8540.0,1057.3333333333337,,"22204,00$",14,1,2,4,4,"3,0",3,"24,0"
488,M,1977,46,Single,5,Sales Executive,Sales,No,9,,Part Time,Yes,,,2,0,4,,0,8,,4,53914.11,4492.84,556.2566609977324,,"11681,39$",21,1,3,4,3,"3,0",4,"14,0"
489,M,1982,41,Divorced,10,Manager,Research & Development,No,7,,Full Time,No,travel_frequently,,4,1,2,"3,0",7,7,Life Sciences,3,153407.07,12783.92,1582.7713464696226,197.8464183087028,"33238,20$",13,4,2,1,2,"2,0",4,
490,F,1984,39,Single,2,Healthcare Representative,Research & Development,No,19,,,No,,No,3,0,1,"4,0",11,8,,4,109180.0,9115.0,1128.5238095238096,,"23699,00$",25,3,3,3,4,"3,0",0,"20,0"
491,F,1981,42,Divorced,2,Laboratory Technician,Research & Development,No,9,,Part Time,Yes,travel_rarely,Yes,1,1,4,"3,0",7,8,Medical,3,25930.0,2160.83,267.531746031746,,"5618,17$",11,4,2,1,3,"3,0",0,"10,0"
492,F,1990,33,Married,5,Manager,Research & Development,No,10,,,Yes,travel_frequently,,3,2,2,,8,8,,4,117870.0,9898.33,1225.5079365079364,,"25735,67$",11,4,3,2,2,"3,0",6,"12,0"
493,M,1988,35,Single,5,Manufacturing Director,Research & Development,No,16,,Part Time,Yes,travel_rarely,No,3,0,5,"3,0",0,13,Technical Degree,4,80950.0,6745.83,835.1984126984128,,"17539,17$",13,3,3,2,4,"3,0",0,"17,0"
494,M,1990,33,Married,15,Manager,,Yes,7,,Part Time,Yes,travel_rarely,,3,0,2,"3,0",7,7,Medical,1,100071.84,8339.32,1032.4872861766066,,"21682,23$",12,2,3,3,4,"4,0",7,"15,0"
495,F,1983,40,Single,6,Manufacturing Director,Research & Development,No,20,,Full Time,No,travel_rarely,No,4,0,3,"3,0",5,13,Life Sciences,3,153407.07,12783.92,1582.7713464696226,,"33238,20$",15,2,3,3,3,"3,0",7,"22,0"
496,M,1982,41,Divorced,10,Manager,,No,21,,Full Time,No,travel_rarely,No,5,3,2,"3,0",12,6,Human Resources,4,191324.62,15943.72,1973.9841269841268,,"41453,67$",15,2,2,4,2,"2,0",3,"23,0"
497,F,1996,27,,7,Healthcare Representative,Research & Development,No,7,,Part Time,No,,No,2,0,2,"3,0",0,7,,3,53914.11,4492.84,556.2566609977324,,"11681,39$",19,4,2,1,1,"1,0",8,
498,M,1971,52,,3,Manager,,No,34,,Full Time,Yes,travel_rarely,,4,0,3,"3,0",1,16,Marketing,4,168560.0,14046.67,1739.1111111111113,,"36521,33$",11,3,2,1,1,"4,0",1,
499,F,1972,51,Married,26,Manager,,No,20,,Full Time,No,travel_rarely,No,4,1,2,"3,0",4,17,Marketing,4,153407.07,12783.92,1582.7713464696226,197.8464183087028,"33238,20$",14,1,3,3,3,"2,0",2,
500,F,1976,47,,2,Sales Executive,Sales,No,7,,Part Time,Yes,travel_rarely,,2,1,2,"4,0",7,7,Marketing,2,45370.0,3780.83,468.1031746031746,,"9830,17$",22,3,3,4,1,"3,0",0,"8,0"
501,M,1973,50,Divorced,2,Manager,Research & Development,No,31,,Full Time,No,non-travel,,4,1,3,"3,0",14,7,,4,179240.0,15290.686666666666,1849.301587301588,,"38835,33$",11,1,3,1,4,"3,0",1,"31,0"
502,F,1988,35,Married,21,Healthcare Representative,Research & Development,No,10,,Part Time,Yes,travel_rarely,,2,1,2,"4,0",0,7,Life Sciences,1,40140.0,3345.0,414.1428571428571,,"8697,00$",25,4,3,4,4,"1,0",1,"10,0"
503,F,1984,39,Married,1,Manufacturing Director,Research & Development,No,21,,Full Time,Yes,travel_rarely,No,4,1,3,"3,0",11,8,,1,127420.0,10618.33,1314.6507936507935,164.33134920634922,"27607,67$",16,4,2,4,3,"3,0",1,
504,F,1984,39,Single,22,Manufacturing Director,Research & Development,No,21,,Part Time,No,travel_frequently,,3,0,2,"3,0",2,8,Medical,3,100071.84,8339.32,1032.4872861766066,,"21682,23$",13,4,3,1,3,"3,0",1,
505,F,1982,41,,7,Research Scientist,Research & Development,No,10,,Full Time,No,,No,1,0,3,"3,0",0,8,,2,33760.0,2848.8866666666668,348.3174603174604,43.53968253968255,"7314,67$",13,2,4,3,3,"3,0",1,
506,M,1979,44,Married,1,Human Resources,Human Resources,Yes,20,,Full Time,Yes,,No,3,1,1,,3,6,Medical,2,104820.0,8735.0,1081.4761904761906,,"22711,00$",14,2,2,1,4,"3,0",9,"24,0"
507,M,1981,42,,2,Manager,,No,22,,,No,,No,4,1,3,"3,0",13,7,Medical,2,153407.07,12783.92,1582.7713464696226,,"33238,20$",17,4,3,1,4,"3,0",0,"23,0"
508,M,1971,52,Single,7,Healthcare Representative,Research & Development,No,8,,Part Time,Yes,travel_rarely,,3,0,4,"3,0",4,0,Life Sciences,4,100071.84,8339.32,1032.4872861766066,,"21682,23$",19,2,3,2,4,,7,"18,0"
509,M,1985,38,,1,Human Resources,['Human Resources'],No,7,,Part Time,Yes,,No,1,1,2,"3,0",5,0,,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",13,3,4,3,4,"4,0",1,"7,0"
510,F,1977,46,,1,Human Resources,Human Resources,No,7,,Part Time,Yes,,,1,0,3,"3,0",5,7,Life Sciences,2,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",12,4,3,1,3,"4,0",6,"10,0"
511,M,1988,35,Single,4,Research Scientist,Research & Development,No,9,,Part Time,No,,,2,0,3,"3,0",1,1,Life Sciences,4,42490.0,3540.83,438.3888888888889,54.79861111111112,"9206,17$",11,3,3,3,2,"3,0",1,
512,M,1995,28,Married,29,Manufacturing Director,Research & Development,No,8,,,Yes,travel_rarely,,2,2,2,,1,7,Life Sciences,1,65436.666666666664,5457.5,675.6904761904763,,"14189,50$",14,3,1,2,2,"2,0",1,"8,0"
513,M,1979,44,Married,28,Research Director,Research & Development,No,20,,,Yes,,No,4,1,1,"3,0",14,17,Life Sciences,3,153407.07,12783.92,1582.7713464696226,,"33238,20$",13,4,3,1,3,"4,0",3,
514,M,1973,50,,22,Research Director,Research & Development,No,32,,,No,,,4,0,2,"3,0",13,9,,5,142506.66666666666,12009.17,1486.8492063492065,,"31223,83$",13,3,1,4,4,"3,0",1,
515,M,1968,55,,-23,Manager,,No,36,,Full Time,Yes,travel_rarely,No,5,1,3,"4,0",2,13,Marketing,5,195860.0,16125.406666666668,2020.7777777777776,252.59722222222223,"42436,33$",21,3,2,4,3,"3,0",1,"36,0"
516,M,1984,39,Married,6,Sales Executive,Sales,No,7,,Part Time,Yes,,No,3,1,3,"3,0",7,6,,3,82370.0,6864.17,849.8492063492063,,"17846,83$",11,4,4,3,1,"3,0",2,"11,0"
517,F,1974,49,,-13,Laboratory Technician,Research & Development,No,9,,,Yes,,,1,1,3,"3,0",1,4,,4,32173.333333333332,2675.83,331.29365079365084,,"6957,17$",14,13,3,1,4,"2,0",1,"10,0"
518,F,1978,45,Single,28,Research Director,Research & Development,No,21,"6,0",,No,,,4,0,2,,8,6,Technical Degree,2,169016.66666666666,13920.0,1723.4285714285716,,"36192,00$",11,4,2,2,3,"3,0",1,"21,0"
519,M,1977,46,,2,Sales Executive,Sales,No,10,,Part Time,No,,,3,1,5,"3,0",0,3,,3,100071.84,8339.32,1032.4872861766066,,"21682,23$",12,3,3,4,2,"2,0",4,
520,F,1996,27,Married,15,Research Scientist,Research & Development,No,7,,Full Time,No,,No,1,1,2,"3,0",7,3,,3,47740.0,3944.7233333333334,492.5555555555556,,"10343,67$",19,4,2,1,4,,0,
521,M,1981,42,Married,2,Manager,,No,22,,,Yes,travel_rarely,,5,0,2,"3,0",4,14,,3,191324.62,15943.72,1973.9841269841268,,"41453,67$",11,1,3,3,1,"2,0",5,"24,0"
522,M,1974,49,Married,2,Sales Executive,Sales,No,9,,Part Time,Yes,,,2,0,3,"3,0",0,8,,3,53914.11,4492.84,556.2566609977324,,"11681,39$",14,4,2,2,4,"2,0",2,"17,0"
523,F,1994,29,Single,15,Laboratory Technician,Research & Development,No,9,,Part Time,Yes,travel_rarely,Yes,2,0,3,"3,0",0,8,Life Sciences,2,53914.11,4492.84,556.2566609977324,,"11681,39$",12,4,2,3,4,"3,0",0,"10,0"
524,M,1989,34,,-12,Sales Executive,Sales,No,9,,Part Time,No,non-travel,No,2,0,2,"4,0",8,7,Marketing,4,45680.0,3806.67,471.3015873015873,,"9897,33$",20,12,3,3,3,"3,0",0,
525,M,1986,37,Divorced,1,Manufacturing Director,Research & Development,No,7,,,No,,No,2,1,2,"3,0",0,7,,4,59930.0,4994.17,618.3253968253969,,"12984,83$",18,1,2,3,3,,1,
526,M,1987,36,Single,11,Manufacturing Director,Research & Development,No,6,,Full Time,Yes,,No,2,0,3,"3,0",0,3,,3,64990.0,5415.83,670.5317460317461,83.81646825396827,"14081,17$",13,2,2,2,3,"3,0",1,"6,0"
527,M,1978,45,Single,29,Research Scientist,Research & Development,No,6,,Full Time,Yes,,,1,0,2,"3,0",0,3,,3,34520.0,2875.556666666667,356.1587301587302,,"7479,33$",13,3,3,4,2,"2,0",5,"9,0"
528,M,1994,29,,15,Research Scientist,Research & Development,No,6,,Part Time,No,travel_rarely,No,1,0,1,"3,0",1,5,,3,28111.13,2342.59,290.03550973654063,,"6090,75$",19,3,3,4,1,"3,0",1,"6,0"
529,F,1997,26,,1,Manufacturing Director,Research & Development,No,6,,Full Time,No,,No,2,1,6,"4,0",1,4,,3,63970.0,5330.83,660.0079365079365,,"13860,17$",20,3,3,2,1,"1,0",1,"6,0"
530,M,1995,28,Single,9,Sales Executive,Sales,No,7,,Part Time,Yes,,No,2,0,1,"3,0",0,7,Life Sciences,4,53914.11,4492.84,556.2566609977324,,"11681,39$",16,2,3,4,4,"3,0",1,
531,F,1981,42,Married,-30,Healthcare Representative,Research & Development,No,6,,,Yes,travel_frequently,No,2,3,4,"3,0",0,4,Technical Degree,4,53914.11,4492.84,556.2566609977324,,"11681,39$",11,4,2,4,4,"4,0",0,"7,0"
532,M,1992,31,,2,Sales Executive,Sales,No,6,,Part Time,Yes,travel_rarely,Yes,2,0,2,"3,0",0,5,Life Sciences,1,53914.11,4492.84,556.2566609977324,,"11681,39$",13,2,3,4,3,"4,0",4,"10,0"
533,F,1986,37,Single,-47,Manufacturing Director,Research & Development,No,6,,Part Time,Yes,travel_rarely,,3,0,3,"3,0",1,2,,3,100071.84,8339.32,1032.4872861766066,,"21682,23$",17,47,3,4,4,"4,0",4,
534,M,1986,37,Divorced,9,Sales Executive,Sales,No,9,,Part Time,No,non-travel,No,3,1,6,"3,0",7,7,,4,100071.84,8339.32,1032.4872861766066,,"21682,23$",13,1,3,2,4,"3,0",1,"9,0"
535,F,1986,37,Married,1,Manufacturing Director,Research & Development,No,6,,Part Time,No,travel_rarely,,2,1,2,"3,0",4,3,Life Sciences,4,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",12,2,3,2,2,"2,0",6,"8,0"
536,M,1999,24,,23,Research Scientist,Research & Development,No,6,,Part Time,Yes,travel_rarely,,1,2,3,"3,0",1,4,Medical,3,27250.0,2257.5033333333336,281.1507936507937,,"5904,17$",11,2,4,4,2,"3,0",1,
537,M,1973,50,Married,3,Manager,,No,32,,,No,,No,5,1,2,"3,0",10,7,,3,191324.62,15943.72,1973.9841269841268,,"41453,67$",11,1,3,2,3,"3,0",1,
538,M,1989,34,,1,Research Scientist,Research & Development,No,6,,Full Time,Yes,,Yes,1,1,3,"3,0",1,3,Life Sciences,2,36220.0,3018.33,373.6984126984127,46.71230158730159,"7847,67$",13,2,2,4,4,"3,0",1,"6,0"
539,F,1996,27,,3,Sales Executive,Sales,No,6,,,No,travel_frequently,,2,2,3,,0,4,Medical,1,53914.11,4492.84,556.2566609977324,,"11681,39$",20,4,4,4,2,"3,0",1,
540,F,1998,25,Single,-42,Sales Executive,Sales,No,6,,Full Time,No,,No,2,0,5,"4,0",1,4,,1,61800.0,5301.11,637.6190476190476,,"13390,00$",23,42,3,4,2,"2,0",1,"6,0"
541,M,1989,34,Single,-25,Sales Executive,Sales,No,6,,Full Time,Yes,,No,2,0,5,"4,0",1,4,Other,3,62740.0,5228.33,647.3174603174604,,"13593,67$",22,4,3,4,3,"3,0",1,"6,0"
542,F,1989,34,,2,Research Scientist,Research & Development,No,6,,Full Time,Yes,,,1,0,3,,1,3,,4,43810.0,3658.6133333333332,452.00793650793656,,"9492,17$",11,3,2,1,3,"3,0",1,"6,0"
543,M,1988,35,Single,7,Manufacturing Director,Research & Development,No,8,,,No,,No,3,0,3,"4,0",1,6,Other,3,100071.84000000001,8339.32,1032.4872861766066,,"21682,23$",21,3,3,3,2,"4,0",3,"17,0"
544,F,1988,35,,-16,Research Scientist,Research & Development,No,6,,Part Time,No,,,1,0,3,"3,0",1,1,Medical,1,25590.0,2136.11,264.0238095238095,33.00297619047619,"5544,50$",11,16,2,1,4,"2,0",1,"6,0"
545,F,1990,33,Married,1,Healthcare Representative,Research & Development,No,6,,Full Time,Yes,,Yes,2,1,2,"3,0",1,2,,4,54880.0,4573.33,566.2222222222222,70.77777777777777,"11890,67$",13,3,4,2,1,"3,0",1,
546,F,1994,29,Divorced,28,Research Scientist,Research & Development,No,7,,Part Time,No,,No,1,1,1,"4,0",1,7,Life Sciences,4,25140.0,2095.0,259.3809523809524,,"5447,00$",22,3,3,4,1,"3,0",4,"11,0"
547,F,1994,29,Divorced,10,Research Scientist,Research & Development,No,7,,Part Time,Yes,travel_frequently,No,1,2,2,"3,0",1,1,,3,28111.13,2342.59,290.03550973654063,,"6090,75$",14,4,3,2,4,"2,0",0,"8,0"
548,F,1989,34,Married,9,Sales Executive,Sales,No,6,,Part Time,No,,,2,0,3,"4,0",1,3,Life Sciences,1,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",20,2,3,3,1,"2,0",1,
